,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,Vawkavysk,53.1546,24.4488,59.56,82,1,5.59,BY,1571594400
283,Beringovskiy,63.05,179.3167,17.39,87,84,5.93,RU,1571594400
284,Hinton,53.4047,-117.5703,34.15,51,81,4.92,CA,1571594400
285,Kaitangata,-46.2818,169.8464,45.0,95,98,6.38,NZ,1571594400
286,Beloha,-25.1739,45.0615,73.84,59,0,3.91,MG,1571594400
287,Leningradskiy,69.3833,178.4167,25.35,94,100,25.28,RU,1571594400
288,Qaanaaq,77.484,-69.3633,2.05,54,0,9.08,GL,1571594400
289,Tarko-Sale,64.9225,77.785,28.68,42,98,22.68,RU,1571594400
290,East London,-33.0153,27.9116,59.51,78,1,5.46,ZA,1571594400
291,Kuytun,54.3442,101.5062,26.03,77,30,2.73,RU,1571594400
292,Manono,-7.2982,27.3965,69.86,91,92,1.88,CD,1571594400
293,Sarankhola,22.3082,89.7897,76.75,77,4,3.69,BD,1571594400
294,Inhambane,-23.866,35.3844,74.41,73,0,11.12,MZ,1571594400
295,Isangel,-19.55,169.2667,76.62,83,83,13.09,VU,1571594400
296,Cockburn Town,21.4612,-71.1419,84.12,75,100,12.57,TC,1571594400
297,Aklavik,68.2183,-135.0136,15.26,96,99,7.47,CA,1571594400
298,Koboko,3.4097,30.9604,65.99,97,69,4.72,UG,1571594400
299,Los Llanos de Aridane,28.6585,-17.9183,71.57,78,6,7.27,ES,1571594400
300,Hami,42.8354,93.5128,45.27,22,0,2.73,CN,1571594400
301,Alquizar,22.8069,-82.5858,88.97,62,49,7.02,CU,1571594400
302,Verkhnyaya Inta,65.9884,60.3234,31.79,99,100,8.23,RU,1571594400
303,Westport,41.1415,-73.3579,57.6,67,99,5.28,US,1571594400
304,Laem Sing,12.483,102.0687,82.33,83,89,5.79,TH,1571594400
305,Lere,9.6587,14.2251,79.71,75,51,4.27,TD,1571594400
306,Isetskoye,56.4858,65.3226,23.06,75,0,11.32,RU,1571594400
307,Geraldton,49.7189,-86.9494,53.28,66,0,3.94,CA,1571594400
308,Mabaruma,8.1986,-59.7817,87.1,70,71,4.54,GY,1571594400
309,Chico,39.7285,-121.8375,60.3,39,18,5.93,US,1571594400
310,Fairbanks,64.8378,-147.7167,27.46,92,99,2.15,US,1571594400
311,Trairi,-3.278,-39.2679,92.76,40,68,11.27,BR,1571594400
312,Crib Point,-38.3524,145.203,52.85,82,100,9.69,AU,1571594400
313,Clyde River,70.4692,-68.5915,22.84,87,100,3.89,CA,1571594400
314,Byron Bay,-28.65,153.6167,61.23,92,19,3.96,AU,1571594400
315,Yar-Sale,66.8333,70.8333,27.51,95,100,10.02,RU,1571594400
316,Dakar,14.6934,-17.448,88.05,75,0,18.97,SN,1571594400
317,Port Hedland,-20.3112,118.5801,78.95,33,84,8.68,AU,1571594400
318,San Quintin,17.5427,120.5203,72.4,88,0,4.65,PH,1571594400
319,Maryville,35.7565,-83.9705,72.0,58,71,0.89,US,1571594400
320,Bethel,60.7922,-161.7559,33.43,97,100,5.21,US,1571594400
321,Placido de Castro,-10.3353,-67.1856,78.07,83,99,1.79,BR,1571594400
322,Rivadavia,-31.5302,-68.5944,56.65,37,0,7.47,AR,1571594400
323,Rio Grande,-32.0335,-52.0992,65.0,63,78,12.57,BR,1571594400
324,Esperance,-33.8583,121.8932,65.88,81,0,19.39,AU,1571594400
325,Bad Rappenau,49.2393,9.1013,56.28,95,74,2.95,DE,1571594400
326,Rock Sound,24.9,-76.2,82.93,79,100,9.4,BS,1571594400
327,Pawican,12.0741,123.9706,82.55,78,7,11.79,PH,1571594400
328,Maldonado,-34.9088,-54.9583,60.42,78,100,18.21,UY,1571594400
329,Barcelos,-0.973,-62.9257,92.65,49,92,3.22,BR,1571594400
330,Asadabad,34.7826,48.1218,52.97,74,63,1.12,IR,1571594400
331,Homer,59.6441,-151.5402,43.36,84,100,19.1,US,1571594400
332,Pontiac,42.6389,-83.2911,65.26,57,68,2.89,US,1571594400
333,Dwarka,28.5772,77.0443,83.13,20,0,2.62,IN,1571594400
334,Indian Head,50.5333,-103.6667,46.59,44,53,12.44,CA,1571594400
335,Karratha,-20.7371,116.8479,76.97,36,48,9.28,AU,1571594400
336,Kannur,11.8762,75.3738,82.68,72,100,6.55,IN,1571594400
337,Eldorado,-24.5226,-48.1094,67.75,66,90,4.68,BR,1571594400
338,Ebeltoft,56.1997,10.6821,52.49,88,87,5.82,DK,1571594400
339,Kruisfontein,-34.0034,24.7314,59.28,92,16,12.86,ZA,1571594400
340,Misratah,32.3754,15.0925,74.83,67,1,14.97,LY,1571594400
341,Mount Gambier,-37.8302,140.7843,50.43,78,1,3.31,AU,1571594400
342,Santa Vitoria do Palmar,-33.5189,-53.3681,61.76,72,80,11.63,BR,1571594400
343,Sumbe,-11.202,13.8397,80.55,85,14,7.92,AO,1571594400
344,Chaihe,44.7651,129.682,40.66,63,33,8.52,CN,1571594400
345,Yingcheng,30.9303,113.5654,66.82,45,76,4.41,CN,1571594400
346,Smirnykh,49.7424,142.832,34.58,89,90,2.68,RU,1571594400
347,Dunedin,-45.874,170.5035,46.69,87,83,19.46,NZ,1571594400
348,Komsomolskiy,67.5537,63.776,22.61,95,98,10.13,RU,1571594400
349,Zarya,44.8923,37.4748,65.67,70,21,14.16,RU,1571594400
350,Toora-Khem,52.4675,96.11,24.19,88,94,2.71,RU,1571594400
351,Urengoy,65.9642,78.368,26.44,68,100,19.6,RU,1571594400
352,Ilulissat,69.2167,-51.1,27.43,67,89,9.69,GL,1571594400
353,Agadez,16.9726,7.9907,92.28,27,99,4.72,NE,1571594400
354,Vao,59.1018,26.1904,49.74,94,100,8.59,EE,1571594400
355,Miraflores,-16.3942,-71.5224,77.13,31,0,15.64,PE,1571594400
356,Juneau,58.3019,-134.4198,39.49,75,41,3.4,US,1571594400
357,Saint-Pierre,48.9455,4.2446,54.88,98,100,3.06,FR,1571594400
358,Yelyzavethradka,48.8005,32.4035,57.98,56,6,6.17,UA,1571594400
359,Saquarema,-22.9258,-42.5077,73.67,73,62,15.01,BR,1571594400
360,Mlimba,-8.7846,35.811,71.75,70,10,1.68,TZ,1571594400
361,Ayr,-19.5759,147.4045,68.68,92,35,1.45,AU,1571594400
362,Kobryn,52.2138,24.3564,58.11,75,30,4.36,BY,1571594400
363,Bedele,8.4556,36.3525,57.01,93,0,1.41,ET,1571594400
364,Zhanaozen,43.3496,52.8545,58.9,40,0,13.0,KZ,1571594400
365,Lebanon,40.343,-76.4234,51.22,97,100,4.88,US,1571594400
366,Lakselv,70.0525,24.9636,26.42,87,100,16.28,NO,1571594400
367,Grand-Santi,4.2734,-54.3811,94.02,36,54,3.98,GF,1571594400
368,Doctor Arroyo,23.6729,-100.1795,76.0,49,67,8.99,MX,1571594400
369,Makakilo City,21.3469,-158.0859,80.07,73,1,3.09,US,1571594400
370,Parana,-7.5195,-72.8929,81.9,88,100,4.05,BR,1571594400
371,Ambilobe,-13.1945,49.05,76.02,64,55,11.54,MG,1571594400
372,Ambon,47.5542,-2.5567,56.22,76,59,17.4,FR,1571594400
373,Nioro,13.7912,-15.0495,95.87,30,11,3.13,GM,1571594400
374,Tateyama,36.6634,137.3139,59.33,83,100,7.49,JP,1571594400
375,Talcahuano,-36.7167,-73.1167,56.91,80,97,10.83,CL,1571594400
376,Hambantota,6.1241,81.1185,80.52,82,100,13.73,LK,1571594400
377,Raymond,49.4667,-112.6667,45.74,41,58,13.44,CA,1571594400
378,Sivaki,52.6333,126.75,41.74,89,100,12.48,RU,1571594400
379,Suoyarvi,62.082,32.3459,36.94,88,100,5.35,RU,1571594400
380,Kyshtovka,56.5596,76.6246,22.52,61,0,3.31,RU,1571594400
381,Opuwo,-18.0559,13.8371,86.1,25,12,11.72,NA,1571594400
382,Nhulunbuy,-12.1805,136.776,76.0,82,38,7.23,AU,1571594400
383,Poykovskiy,61.2333,73.3333,26.62,48,95,22.44,RU,1571594400
384,Camopi,3.166,-52.3341,94.45,39,89,4.41,GF,1571594400
385,Aljezur,37.3149,-8.8048,65.8,67,13,13.69,PT,1571594400
386,Thinadhoo,0.5333,72.9333,80.95,78,90,5.79,MV,1571594400
387,Bathsheba,13.2167,-59.5167,87.19,73,47,10.38,BB,1571594400
388,Whitianga,-36.8332,175.7025,54.18,88,37,4.65,NZ,1571594400
389,Nicoya,10.147,-85.4536,79.54,84,18,4.32,CR,1571594400
390,Zhicheng,35.041,112.5917,62.05,41,1,5.12,CN,1571594400
391,Bharatpur,27.2154,77.4987,78.27,34,0,1.01,IN,1571594400
392,Semirom,31.4137,51.5708,42.57,73,87,2.3,IR,1571594400
393,Itoman,26.1247,127.6694,78.66,79,87,21.59,JP,1571594400
394,Prince Rupert,54.3161,-130.3202,46.76,79,100,10.78,CA,1571594400
395,Santiago,16.6853,121.5409,71.57,98,65,1.59,PH,1571594400
396,Perth,-31.9528,115.8605,63.16,77,74,7.54,AU,1571594400
397,Bocaiuva,-17.1161,-43.8123,82.62,39,74,5.14,BR,1571594400
398,Celestun,20.8667,-90.4001,83.47,75,24,5.77,MX,1571594400
399,Naze,5.4333,7.0667,75.17,91,94,5.21,NG,1571594400
400,Gazojak,41.1875,61.4036,52.94,19,0,8.39,TM,1571594400
401,Zhigansk,66.7656,123.3741,3.89,97,99,5.99,RU,1571594400
402,Flin Flon,54.7698,-101.879,38.94,75,91,8.3,CA,1571594400
403,Jumla,29.2754,82.1825,39.58,83,16,4.32,NP,1571594400
404,Octeville,49.6255,-1.6449,54.54,78,67,21.34,FR,1571594400
405,Finschhafen,-6.6041,147.8537,60.72,90,66,4.54,PG,1571594400
406,San Fernando,10.2807,-61.4646,83.7,74,54,11.7,TT,1571594400
407,Kirakira,-10.4569,161.9202,78.41,86,59,5.19,SB,1571594400
408,San Patricio,-26.9767,-56.8274,63.38,73,100,6.15,PY,1571594400
409,Waipawa,-39.9412,176.5913,47.16,92,0,3.4,NZ,1571594400
410,Raahe,64.6797,24.4709,35.08,79,79,11.61,FI,1571594400
411,Aripuana,-9.1667,-60.6334,93.17,42,100,2.3,BR,1571594400
412,Kaeo,-35.1018,173.7751,53.39,89,55,5.19,NZ,1571594400
413,San Martin,27.9587,-110.9362,85.27,33,0,2.37,MX,1571594400
414,Lewisporte,49.2463,-55.0594,46.33,74,94,14.81,CA,1571594400
415,Businga,3.3412,20.8882,72.58,91,99,1.23,CD,1571594400
416,Atbasar,51.811,68.3626,24.14,75,0,7.43,KZ,1571594400
417,Tondano,1.3012,124.9109,81.15,76,100,4.65,ID,1571594400
418,Melnikovo,56.5544,84.0904,20.86,63,0,3.96,RU,1571594400
419,Banda Aceh,5.5577,95.3222,81.88,78,99,7.74,ID,1571594400
420,Kharovsk,59.9536,40.2068,47.4,83,100,7.05,RU,1571594400
421,Ploemeur,47.7333,-3.4334,48.25,90,61,8.68,FR,1571594400
422,Millau,44.1007,3.0778,50.44,97,99,2.59,FR,1571594400
423,Rudnaya Pristan,44.3631,135.8198,43.31,72,13,4.03,RU,1571594400
424,Samsun,41.289,36.3294,64.26,88,27,1.23,TR,1571594400
425,Entre Rios,-11.9424,-38.0837,94.25,31,1,5.79,BR,1571594400
426,Port-Gentil,-0.7194,8.7815,80.85,89,98,13.4,GA,1571594400
427,Same,-9.0037,125.6478,69.73,26,28,5.82,TL,1571594400
428,Antofagasta,-23.6464,-70.3981,62.87,77,20,17.11,CL,1571594400
429,Grand Island,40.9243,-98.3387,62.91,40,100,24.4,US,1571594400
430,Pangody,65.85,74.4859,26.41,94,99,21.41,RU,1571594400
431,Kikwit,-5.0384,18.8178,74.5,87,49,1.61,CD,1571594400
432,Ossora,59.2353,163.0719,19.48,79,18,4.12,RU,1571594400
433,Warri,5.517,5.75,78.54,84,99,5.41,NG,1571594400
434,Mozarlandia,-14.7448,-50.5706,104.08,22,82,4.45,BR,1571594400
435,Mangai,-4.0731,19.5888,75.37,82,79,1.07,CD,1571594400
436,Kenai,60.5544,-151.2584,42.45,80,100,13.04,US,1571594400
437,Belfast,54.597,-5.9301,48.15,76,20,8.16,GB,1571594400
438,General Roca,-39.0267,-67.5755,76.77,18,38,14.72,AR,1571594400
439,Bud,62.9088,6.9145,45.69,72,34,13.27,NO,1571594400
440,Aras,42.562,-2.3555,48.75,77,92,7.61,ES,1571594400
441,Bilibino,68.055,166.4449,-2.69,96,0,1.95,RU,1571594400
442,Mortka,59.3303,66.0221,26.84,66,82,13.04,RU,1571594400
443,Ahipara,-35.1665,173.1562,59.67,80,21,19.42,NZ,1571594400
444,Changli,30.5369,105.4165,64.03,86,100,3.13,CN,1571594400
445,Filadelfia,-22.3529,-60.0358,91.55,37,83,5.84,PY,1571594400
446,Yuanping,38.7243,112.7143,39.22,30,0,2.84,CN,1571594400
447,Kiruna,67.8551,20.2255,18.03,75,100,2.1,SE,1571594400
448,Whyalla,-33.0382,137.5801,55.55,60,58,6.33,AU,1571594400
449,Lakes Entrance,-37.8795,147.9944,46.28,90,24,9.06,AU,1571594400
450,Pangnirtung,66.149,-65.7179,19.23,50,34,2.19,CA,1571594400
451,Shahr-e Babak,30.1192,55.1243,59.6,38,76,7.25,IR,1571594400
452,Ormara,25.2088,64.6357,79.63,49,0,5.01,PK,1571594400
453,Maceio,-9.6659,-35.7353,87.53,55,66,8.72,BR,1571594400
454,Teacapan,22.5397,-105.7387,82.26,80,99,10.33,MX,1571594400
455,Lendelede,50.8862,3.2384,52.11,93,100,3.89,BE,1571594400
456,Numan,9.4598,12.0359,78.34,79,18,6.22,NG,1571594400
457,Ixtapa,20.715,-105.2067,80.75,82,100,5.82,MX,1571594400
458,Zacatepec,20.0603,-98.0076,68.64,57,2,8.08,MX,1571594400
459,La Macarena,2.1821,-73.7869,84.37,62,100,4.85,CO,1571594400
460,Salym,60.0625,71.4789,25.17,53,52,12.12,RU,1571594400
461,The Pas,53.8224,-101.2406,43.67,71,34,7.92,CA,1571594400
462,Abnub,27.2692,31.1517,83.65,20,0,11.39,EG,1571594400
463,Comodoro Rivadavia,-45.8654,-67.4808,74.93,33,37,22.93,AR,1571594400
464,Susangerd,31.5566,48.1881,84.24,26,100,5.73,IR,1571594400
465,Yeppoon,-23.1349,150.7437,71.24,89,4,7.61,AU,1571594400
466,Minuri,16.535,121.8574,71.57,98,65,1.59,PH,1571594400
467,Veshenskaya,49.629,41.7251,55.03,78,2,5.73,RU,1571594400
468,Clonakilty,51.6231,-8.8706,43.05,80,29,9.17,IE,1571594400
469,Owando,-0.491,15.9079,73.41,95,56,3.13,CG,1571594400
470,Lianyuan,27.6897,111.673,60.79,55,10,1.66,CN,1571594400
471,Puerto Escondido,15.8624,-97.0717,86.24,67,42,6.31,MX,1571594400
472,El Sauzal,-24.2989,-64.9574,81.9,34,100,4.79,AR,1571594400
473,Sainte-Agathe-des-Monts,46.0461,-74.28,51.39,64,28,6.24,CA,1571594400
474,Baruun-Urt,46.6808,113.2846,30.51,49,30,6.98,MN,1571594400
475,Curup,-3.4677,102.5301,67.61,84,50,4.81,ID,1571594400
476,Ho Chi Minh City,10.7758,106.7018,80.06,83,99,1.83,VN,1571594400
477,Villa Rica,3.1765,-76.4638,72.61,76,75,1.12,CO,1571594400
478,Merano,46.6682,11.1595,50.79,93,100,16.84,IT,1571594400
479,Mount Isa,-20.729,139.4932,67.24,14,0,17.49,AU,1571594400
480,Enshi,30.2908,109.4806,55.53,85,77,2.48,CN,1571594400
481,Muros,42.7744,-9.0576,60.18,73,4,17.49,ES,1571594400
482,Dingle,11.0001,122.6718,74.79,89,100,4.88,PH,1571594400
483,Ust-Ilimsk,57.9595,102.7342,21.4,73,79,2.37,RU,1571594400
484,Saint-Augustin,45.6256,-73.9796,49.66,68,26,5.68,CA,1571594400
485,Yibin,28.7658,104.6353,67.36,82,97,0.27,CN,1571594400
486,Manakara,-22.145,48.0066,71.77,84,50,8.57,MG,1571594400
487,Santa Lucia,41.9834,12.6556,67.59,75,16,2.82,IT,1571594400
488,Creston,49.1,-116.5167,37.69,93,99,5.1,CA,1571594400
489,Hoshiarpur,31.5329,75.9025,72.13,35,67,2.68,IN,1571594400
490,Newport,51.5882,-2.9975,43.96,83,0,8.16,GB,1571594400
491,Esna,45.201,27.5659,63.81,52,0,8.05,RO,1571594400
492,Coquimbo,-29.9532,-71.3381,58.91,84,13,21.3,CL,1571594400
493,Talnakh,69.494,88.3908,21.28,93,100,18.79,RU,1571594400
494,Fortuna,40.5974,-124.1561,55.87,73,86,4.79,US,1571594400
495,Jijiga,9.3514,42.7982,59.38,85,72,4.99,ET,1571594400
496,Derzhavinsk,51.0991,66.3139,27.13,54,0,13.31,KZ,1571594400
497,Adrar,27.8734,-0.2875,88.48,23,56,5.86,DZ,1571594400
498,Rincon,8.4581,-82.2818,77.47,89,79,8.43,PA,1571594400
499,Cordoba,-27.7778,-67.2354,74.86,22,0,12.24,AR,1571594400
500,Colombo,-25.2926,-49.2244,73.64,48,4,5.77,BR,1571594400
501,Mujiayingzi,42.1167,118.7833,35.8,35,0,4.03,CN,1571594400
502,Tanout,14.9712,8.8784,88.2,36,36,9.89,NE,1571594400
503,Gushikawa,26.3544,127.8686,78.27,80,100,20.8,JP,1571594400
504,Chimbote,-9.0784,-78.5901,61.33,91,94,13.51,PE,1571594400
505,San Vicente,-0.5897,-80.4085,76.5,82,94,13.98,EC,1571594400
506,Road Town,18.4167,-64.6167,85.19,78,30,12.82,VG,1571594400
507,Basco,40.3278,-91.2002,63.4,47,9,11.12,US,1571594400
508,Ulladulla,-35.3622,150.4752,44.91,78,30,3.22,AU,1571594400
509,Goderich,43.7407,-81.7078,57.33,81,66,5.95,CA,1571594400
510,Grand Forks,47.9078,-97.0593,52.15,54,83,3.83,US,1571594400
511,Caucaia,-3.7301,-38.6594,85.7,58,74,12.12,BR,1571594400
512,Havre,48.55,-109.6841,45.81,46,92,4.94,US,1571594400
513,Ketou,7.3633,2.5998,73.21,95,100,4.61,BJ,1571594400
514,Panacan,7.1515,125.6587,76.65,75,26,3.36,PH,1571594400
515,Tingi,-11.3,35.0333,73.91,63,4,6.73,TZ,1571594400
516,Brodokalmak,55.5712,62.0749,23.08,78,0,12.48,RU,1571594400
517,Saldanha,41.4184,-6.5524,52.44,71,67,8.93,PT,1571594400
518,Storforshei,66.4043,14.5233,28.69,65,81,2.71,NO,1571594400
519,Mayo,63.5927,-135.8962,28.09,92,84,1.68,CA,1571594400
520,College,64.8569,-147.8028,27.52,92,99,2.15,US,1571594400
521,Kajaani,64.2241,27.7334,31.92,81,100,7.2,FI,1571594400
522,Rosa,49.2443,-96.8264,51.77,68,33,7.16,CA,1571594400
523,San Miguelito,11.4028,-84.9004,82.53,76,90,4.72,NI,1571594400
524,Hay River,60.8156,-115.7867,28.42,83,90,12.21,CA,1571594400
525,Abu Samrah,35.3029,37.1841,70.92,60,34,5.73,SY,1571594400
526,Kalmunai,7.4167,81.8167,75.98,91,100,3.13,LK,1571594400
527,Olga,34.1125,-118.1657,75.06,38,0,6.64,US,1571594400
528,Baherden,38.4362,57.4316,53.37,38,41,2.1,TM,1571594400
529,Anamur,36.0751,32.8369,76.57,69,0,12.53,TR,1571594400
530,Jalu,29.0331,21.5482,77.64,38,96,9.62,LY,1571594400
531,Ziro,27.5387,93.8154,50.67,96,22,2.24,IN,1571594400
532,Czechowice-Dziedzice,49.9111,19.0077,59.47,76,17,3.89,PL,1571594400
533,Gusev,54.5921,22.2015,56.56,87,93,6.06,RU,1571594400
534,Verkhnevilyuysk,63.4499,120.3137,24.7,87,98,5.82,RU,1571594400
535,Kutum,14.2031,24.6617,81.34,41,51,6.64,SD,1571594400
536,Linxia,35.5959,103.2108,43.06,62,98,0.92,CN,1571594400
537,Dongsheng,29.7168,112.5229,65.83,51,26,2.98,CN,1571594400
538,Maragogi,-9.0119,-35.2226,81.61,67,83,11.23,BR,1571594400
539,Havoysund,70.9963,24.6622,33.84,65,100,18.5,NO,1571594400
540,Midland,31.9974,-102.078,80.74,27,0,18.39,US,1571594400
541,Lavrentiya,65.5842,-170.989,21.39,96,100,3.36,RU,1571594400
542,Olinda,-37.8438,145.3856,51.23,85,53,8.48,AU,1571594400
543,Pedana,16.2608,81.1522,77.34,95,90,6.53,IN,1571594400
544,Nome,30.0358,-94.4244,85.91,69,0,12.48,US,1571594400
545,Wajima,37.4,136.9,65.14,63,100,13.38,JP,1571594400
546,Tlapacoyan,19.9619,-97.2114,78.77,76,52,6.93,MX,1571594400
547,Guiratinga,-16.346,-53.7575,96.12,33,88,5.21,BR,1571594400
548,Meulaboh,4.1363,96.1285,78.57,86,100,2.06,ID,1571594400
549,Udachnyy,66.4167,112.4,0.59,97,66,1.74,RU,1571594400
550,Okhotsk,59.3644,143.2411,26.77,78,21,6.17,RU,1571594400
551,Sulangan,11.1373,123.7228,84.1,72,100,7.63,PH,1571594400
552,Bilma,18.6929,12.9187,88.63,21,18,4.29,NE,1571594400
553,Opunake,-39.4522,173.8552,55.08,85,96,23.09,NZ,1571594400
554,Igunga,-4.2846,33.8817,83.0,32,95,2.89,TZ,1571594400
555,Port Macquarie,-31.43,152.9104,47.8,95,0,2.42,AU,1571594400
556,Monaghan,54.2475,-6.9693,44.24,86,18,5.61,GB,1571594400
557,Zlobin,45.2924,14.6541,63.95,98,100,7.81,HR,1571594400
558,Arcata,40.8665,-124.0829,55.3,71,98,10.18,US,1571594400
559,Daru,-9.07,143.21,69.63,92,29,4.68,PG,1571594400
560,Harper,30.2999,-99.2443,86.89,38,0,16.67,US,1571594400
561,Marzuq,14.4,46.4667,72.2,24,6,2.04,YE,1571594400
562,Peleduy,59.6253,112.7502,23.24,93,100,7.78,RU,1571594400
563,Rajur,15.7385,75.9284,74.97,86,100,1.99,IN,1571594400
564,Plasnica,41.4672,21.1237,58.24,62,0,2.73,MK,1571594400
565,Tikhvin,59.6432,33.5345,45.65,94,88,2.55,RU,1571594400
566,Broome,52.4688,1.4544,47.9,91,93,5.84,GB,1571594400
